Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
487,convex,yellow,broad,enlarging,grasses,poisonous,2,yellow,solitary,foul,?,?,smooth,?,white,orange,universal,yellow,3.256744343437825,2/7/2023,2/1/2023,9,C
?,flat,white,broad,tapering,paths,poisonous,?,black,solitary,foul,Yes,evanescent,scaly,silky,pink,orange,universal,yellow,1.5339625694438228,3/9/2023,3/5/2023,19,C
489,convex,red,broad,tapering,urban,edible,9,?,solitary,?,No,none,fibrous,?,orange,?,partial,white,2.4986234981742967,2/12/2023,2/4/2023,1,C
490,conical,?,narrow,?,paths,poisonous,6,yellow,abundant,anise,?,evanescent,fibrous,fibrous,pink,?,partial,yellow,2.406869151316554,4/6/2023,4/5/2023,20,C
491,conical,brown,broad,?,?,poisonous,3,?,scattered,foul,Yes,pendant,fibrous,fibrous,orange,orange,universal,white,3.882174017128449,4/8/2023,4/4/2023,29,C
492,sunken,brown,narrow,enlarging,?,edible,3,orange,?,musty,?,flaring,silky,smooth,gray,white,?,orange,3.8370137034388563,3/5/2023,3/4/2023,4,C
493,sunken,gray,broad,tapering,woods,edible,2,?,numerous,musty,No,flaring,fibrous,fibrous,orange,brown,universal,orange,3.971508722939748,1/6/2023,1/3/2023,8,C
494,convex,white,narrow,?,leaves,edible,2,orange,several,foul,Yes,evanescent,silky,silky,white,?,universal,white,3.5902716646765302,4/8/2023,4/2/2023,13,C
495,flat,gray,narrow,tapering,leaves,poisonous,6,yellow,scattered,almond,Yes,evanescent,scaly,smooth,orange,white,universal,yellow,2.5127990261237487,1/6/2023,1/4/2023,26,C
496,convex,yellow,broad,enlarging,leaves,poisonous,?,orange,?,creosote,No,none,fibrous,silky,pink,gray,partial,brown,2.901079416412526,5/11/2023,5/2/2023,15,C
497,conical,yellow,broad,tapering,grasses,edible,8,orange,abundant,foul,Yes,pendant,smooth,smooth,gray,orange,universal,orange,3.8459404672851285,3/14/2026,3/5/2026,29,C
?,flat,white,broad,tapering,?,poisonous,2,white,several,anise,Yes,evanescent,smooth,?,gray,orange,universal,yellow,4.552293194050031,2/6/2023,2/1/2023,1,C
499,bell,yellow,broad,tapering,leaves,edible,9,black,solitary,musty,?,pendant,silky,silky,orange,gray,partial,brown,3.952051178571211,5/9/2023,5/3/2023,10,C
?,convex,white,narrow,enlarging,paths,edible,5,black,scattered,creosote,Yes,flaring,fibrous,?,orange,brown,universal,white,0.5215932188084124,2/9/2023,2/3/2023,2,C
501,convex,gray,narrow,enlarging,grasses,edible,6,yellow,abundant,creosote,Yes,pendant,fibrous,scaly,pink,orange,universal,white,2.885875321485384,3/6/2023,3/5/2023,9,C
?,sunken,white,narrow,tapering,woods,poisonous,3,black,several,almond,No,evanescent,scaly,?,brown,brown,universal,yellow,2.0457726957933624,2/7/2023,2/2/2023,27,C
503,sunken,red,narrow,enlarging,urban,?,4,yellow,numerous,anise,No,?,smooth,smooth,gray,orange,?,brown,3.9506979763345136,2/4/2023,2/4/2023,29,C
504,conical,white,narrow,tapering,paths,edible,6,white,numerous,musty,Yes,flaring,scaly,silky,white,gray,partial,orange,4.137505241339786,3/7/2023,3/2/2023,23,C
505,convex,red,narrow,tapering,paths,edible,5,white,abundant,almond,No,?,fibrous,scaly,orange,gray,partial,white,2.5601228800066096,5/4/2023,5/2/2023,18,C
506,convex,?,narrow,enlarging,paths,edible,3,?,abundant,foul,Yes,evanescent,fibrous,scaly,orange,white,partial,yellow,3.194202568067956,4/11/2023,4/3/2023,8,C
507,bell,yellow,broad,?,urban,edible,?,yellow,?,?,Yes,flaring,scaly,silky,orange,orange,partial,brown,0.7089191310087104,4/4/2023,4/3/2023,3,C
508,bell,yellow,narrow,enlarging,leaves,edible,9,black,solitary,creosote,Yes,pendant,scaly,smooth,brown,white,partial,?,2.1342654104854346,1/2/2023,1/2/2023,23,C
509,flat,white,?,enlarging,urban,poisonous,8,orange,abundant,almond,Yes,none,fibrous,smooth,white,gray,partial,orange,1.8422359844237304,1/12/2023,1/5/2023,21,C
?,convex,red,narrow,enlarging,woods,edible,5,white,scattered,anise,Yes,pendant,silky,silky,pink,pink,?,yellow,3.756143050338586,1/9/2023,1/1/2023,29,C
511,sunken,yellow,broad,tapering,grasses,poisonous,5,white,solitary,anise,No,none,smooth,silky,pink,orange,partial,orange,2.8229502014154915,2/3/2023,2/1/2023,11,C
512,flat,red,?,tapering,leaves,edible,8,brown,?,musty,Yes,none,smooth,scaly,brown,white,partial,yellow,0.8547835404995532,3/7/2020,3/1/2020,13,C
513,?,red,broad,?,?,edible,1,black,numerous,creosote,No,none,fibrous,smooth,gray,gray,?,brown,1.7279157090711474,1/6/2023,1/4/2023,8,C
514,flat,yellow,broad,tapering,urban,edible,2,black,numerous,musty,Yes,evanescent,smooth,fibrous,white,brown,partial,yellow,3.255235106921721,2/2/2023,2/2/2023,26,C
515,?,yellow,narrow,tapering,leaves,edible,8,orange,numerous,foul,Yes,flaring,fibrous,fibrous,pink,gray,?,white,2.819786252546342,1/12/2020,1/5/2020,23,C
516,convex,gray,narrow,tapering,woods,edible,4,brown,abundant,musty,No,flaring,scaly,scaly,pink,?,universal,white,1.4514749892205865,3/8/2023,3/4/2023,23,C
517,flat,red,broad,enlarging,?,edible,3,yellow,numerous,almond,Yes,evanescent,scaly,fibrous,orange,brown,universal,orange,4.18769296,3/9/2023,3/1/2023,18,C
518,convex,gray,narrow,enlarging,urban,edible,1,yellow,several,creosote,No,flaring,fibrous,scaly,?,orange,universal,orange,2.0183413756260338,5/4/2023,5/3/2023,7,C
519,?,brown,narrow,enlarging,?,edible,9,orange,scattered,creosote,No,pendant,scaly,smooth,white,brown,partial,orange,2.303454885401721,5/8/2021,5/1/2021,19,C
520,flat,white,narrow,tapering,?,edible,7,orange,numerous,?,No,?,silky,fibrous,brown,?,partial,yellow,1.7745865866923427,5/6/2023,5/3/2023,15,C
521,convex,red,narrow,enlarging,?,edible,6,yellow,several,anise,Yes,flaring,fibrous,silky,brown,?,universal,white,0.7030974256417306,3/11/2023,3/2/2023,7,C
522,conical,brown,broad,enlarging,grasses,edible,3,orange,several,foul,Yes,none,?,smooth,orange,white,universal,brown,2.0996814072053076,4/12/2023,4/5/2023,18,C
523,conical,gray,narrow,tapering,woods,edible,4,brown,?,?,No,flaring,fibrous,smooth,?,pink,partial,brown,1.6497130781032134,2/12/2031,2/5/2031,11,C
524,convex,yellow,narrow,?,paths,edible,8,white,numerous,musty,Yes,pendant,silky,smooth,brown,pink,universal,orange,1.988154572402249,3/5/2023,3/2/2023,16,C
525,bell,red,narrow,enlarging,grasses,edible,8,yellow,scattered,foul,?,flaring,silky,?,?,brown,?,brown,3.042218411545545,3/7/2023,3/3/2023,14,C
526,bell,white,broad,tapering,urban,edible,8,white,scattered,anise,Yes,?,scaly,silky,pink,white,partial,yellow,3.0990146548322204,3/5/2023,3/2/2023,28,C
?,conical,brown,narrow,enlarging,leaves,edible,3,orange,scattered,anise,No,pendant,smooth,silky,?,orange,universal,white,2.465283620662605,3/4/2023,3/1/2023,6,C
528,sunken,red,broad,tapering,urban,edible,10,orange,several,foul,No,none,scaly,smooth,pink,gray,partial,yellow,1.3219580662471557,2/9/2023,2/2/2023,0,C
529,convex,gray,narrow,enlarging,leaves,poisonous,7,white,solitary,almond,Yes,evanescent,silky,scaly,brown,brown,universal,yellow,2.1824841606753824,1/9/2023,1/2/2023,26,C
530,sunken,gray,narrow,tapering,woods,poisonous,?,orange,several,anise,Yes,flaring,scaly,scaly,white,brown,universal,?,1.5956893334390274,2/8/2023,2/2/2023,21,C
531,sunken,red,broad,enlarging,grasses,poisonous,6,white,several,creosote,?,none,scaly,silky,pink,pink,universal,orange,1.1541070929397956,4/2/2023,4/1/2023,6,C
532,convex,white,narrow,tapering,leaves,?,7,black,abundant,creosote,Yes,none,?,scaly,brown,pink,partial,orange,2.4861736544584385,3/9/2023,3/3/2023,13,C
533,sunken,brown,broad,enlarging,paths,edible,4,yellow,solitary,foul,No,?,fibrous,fibrous,gray,white,partial,brown,3.1602310314160693,4/5/2023,4/2/2023,29,C
534,?,gray,broad,enlarging,grasses,edible,4,orange,abundant,creosote,Yes,pendant,scaly,silky,white,orange,universal,white,0.9372704405794283,4/9/2023,4/1/2023,25,C
535,?,gray,broad,enlarging,urban,edible,8,brown,scattered,creosote,No,flaring,fibrous,smooth,brown,gray,?,orange,?,1/6/2023,1/3/2023,21,C
536,flat,yellow,broad,enlarging,urban,poisonous,1,brown,?,foul,Yes,none,smooth,smooth,gray,orange,universal,white,3.611635002,3/7/2023,3/3/2023,6,C
537,sunken,white,narrow,tapering,urban,poisonous,2,white,numerous,foul,Yes,?,fibrous,fibrous,brown,?,universal,brown,0.7553918592609332,1/4/2023,1/2/2023,23,C
538,bell,yellow,broad,enlarging,grasses,edible,5,brown,abundant,foul,No,flaring,?,silky,brown,?,partial,yellow,?,3/3/2023,3/1/2023,27,C
539,conical,white,broad,tapering,grasses,edible,1,black,numerous,anise,No,pendant,smooth,?,brown,orange,?,white,2.1737516269316055,3/11/2023,3/5/2023,12,C
?,?,brown,broad,?,grasses,edible,1,yellow,abundant,almond,No,flaring,scaly,?,gray,pink,partial,white,3.6184168299824755,1/11/2023,1/3/2023,17,C
541,bell,gray,narrow,?,woods,poisonous,6,brown,solitary,creosote,Yes,pendant,smooth,scaly,white,gray,partial,white,0.8186914237567735,4/13/2023,4/5/2023,25,C
542,sunken,yellow,broad,?,woods,edible,3,orange,scattered,almond,?,evanescent,smooth,scaly,?,pink,partial,white,2.9040445694795536,5/7/2023,5/2/2023,24,C
543,flat,yellow,narrow,enlarging,?,poisonous,8,brown,numerous,foul,Yes,none,smooth,fibrous,orange,?,?,white,2.346613120648459,2/9/2023,2/5/2023,14,C
544,convex,brown,narrow,enlarging,paths,poisonous,9,brown,several,almond,Yes,pendant,fibrous,smooth,brown,orange,partial,white,2.4093089926004745,5/9/2023,5/1/2023,17,C
?,?,white,narrow,enlarging,leaves,?,2,black,abundant,almond,Yes,evanescent,fibrous,?,white,brown,universal,white,2.8025536816090066,4/9/2023,4/3/2023,15,C
?,convex,white,narrow,enlarging,?,poisonous,?,brown,scattered,foul,Yes,flaring,smooth,?,pink,gray,partial,orange,2.9925635494843434,5/3/2023,5/1/2023,28,C
547,sunken,red,narrow,enlarging,urban,edible,6,brown,numerous,anise,Yes,?,silky,scaly,brown,orange,partial,yellow,4.979595421038805,5/12/2023,5/5/2023,12,C
548,convex,?,narrow,tapering,?,edible,6,black,scattered,almond,No,evanescent,smooth,scaly,brown,brown,universal,white,1.946781651556822,4/2/2020,4/2/2020,2,C
549,flat,red,narrow,tapering,grasses,poisonous,9,?,several,musty,Yes,pendant,scaly,scaly,brown,brown,partial,yellow,1.500676253313414,4/14/2023,4/5/2023,21,C
550,conical,yellow,narrow,enlarging,woods,poisonous,1,black,?,foul,Yes,evanescent,scaly,smooth,pink,orange,partial,white,1.246751769212512,4/2/2023,4/1/2023,4,C
551,flat,white,broad,enlarging,woods,edible,1,?,solitary,almond,No,pendant,silky,scaly,gray,brown,?,?,1.5924328983302882,3/9/2023,3/3/2023,28,C
552,bell,white,broad,enlarging,paths,edible,1,white,solitary,?,Yes,flaring,?,?,gray,?,universal,brown,4.2203875712747685,5/2/2023,5/2/2023,16,C
553,convex,gray,narrow,enlarging,urban,edible,3,brown,scattered,foul,No,evanescent,?,scaly,white,white,universal,orange,2.3542244734617324,3/6/2022,3/4/2022,24,C
554,sunken,white,narrow,enlarging,leaves,poisonous,8,yellow,abundant,creosote,No,flaring,scaly,silky,white,white,universal,orange,2.7503604441660494,3/4/2023,3/1/2023,24,C
555,sunken,red,narrow,enlarging,urban,poisonous,3,white,solitary,foul,No,flaring,?,silky,orange,orange,partial,white,1.4434010068730927,2/13/2023,2/4/2023,11,C
?,bell,red,broad,tapering,leaves,poisonous,3,yellow,abundant,musty,Yes,pendant,smooth,?,white,brown,partial,brown,?,1/7/2023,1/1/2023,26,C
557,convex,yellow,broad,enlarging,?,edible,2,brown,scattered,anise,No,none,smooth,silky,gray,brown,partial,white,?,1/3/2023,1/1/2023,19,C
?,conical,yellow,broad,enlarging,urban,edible,5,black,scattered,?,?,evanescent,scaly,scaly,gray,brown,partial,brown,3.625010012786972,3/12/2023,3/5/2023,17,C
559,flat,red,narrow,tapering,urban,?,?,white,abundant,almond,Yes,flaring,scaly,fibrous,gray,?,partial,white,3.4287547598592356,2/6/2023,2/3/2023,6,C
560,bell,red,narrow,tapering,urban,poisonous,6,orange,numerous,anise,?,evanescent,smooth,smooth,brown,brown,partial,white,3.6193098740016967,1/12/2022,1/3/2022,24,C
561,conical,brown,narrow,enlarging,leaves,poisonous,8,yellow,abundant,almond,No,?,fibrous,smooth,?,white,partial,brown,4.331396355431005,5/7/2023,5/2/2023,27,C
562,sunken,white,narrow,enlarging,paths,poisonous,4,yellow,solitary,foul,No,evanescent,smooth,scaly,orange,pink,universal,brown,0.537413559,5/7/2023,5/4/2023,7,C
563,conical,brown,broad,tapering,grasses,?,2,?,several,creosote,Yes,pendant,scaly,silky,gray,orange,universal,orange,3.917118092473405,2/6/2023,2/1/2023,5,C
564,convex,yellow,broad,enlarging,paths,edible,7,black,several,?,Yes,none,silky,scaly,brown,orange,universal,yellow,4.481373836866654,2/14/2023,2/5/2023,26,C
565,bell,red,broad,enlarging,urban,edible,1,orange,scattered,anise,Yes,none,silky,scaly,white,gray,universal,white,1.1650851961589197,5/2/2023,5/1/2023,6,C
566,flat,red,broad,enlarging,paths,edible,10,yellow,?,musty,Yes,none,smooth,silky,brown,pink,universal,?,?,3/7/2023,3/5/2023,1,C
567,conical,white,narrow,tapering,grasses,?,5,orange,solitary,?,No,flaring,scaly,silky,gray,orange,?,yellow,1.6911375127500652,1/10/2020,1/5/2020,5,C
568,conical,yellow,narrow,tapering,grasses,poisonous,4,brown,solitary,?,Yes,none,scaly,silky,brown,gray,universal,brown,12.0577442368335896,4/14/2023,4/5/2023,21,C
569,conical,gray,narrow,tapering,urban,poisonous,?,orange,abundant,foul,No,none,?,scaly,gray,pink,universal,brown,?,1/11/2023,1/2/2023,20,C
570,conical,gray,broad,enlarging,leaves,edible,2,yellow,abundant,creosote,Yes,flaring,silky,scaly,?,pink,universal,brown,2.7290303780297935,1/4/2023,1/1/2023,23,C
?,flat,?,broad,tapering,woods,edible,?,yellow,abundant,almond,No,flaring,smooth,scaly,orange,pink,partial,?,4.695923701704671,4/10/2023,4/5/2023,11,C
572,?,white,broad,tapering,woods,poisonous,7,?,several,creosote,Yes,pendant,?,scaly,gray,pink,partial,?,0.5389335491304033,2/6/2023,2/2/2023,12,C
573,conical,white,narrow,enlarging,grasses,poisonous,9,yellow,numerous,musty,No,flaring,fibrous,smooth,pink,orange,partial,orange,4.332029886,5/4/2023,5/3/2023,24,C
574,bell,yellow,broad,enlarging,woods,poisonous,2,white,?,creosote,Yes,?,silky,silky,pink,white,universal,orange,1.8342801813775311,4/4/2023,4/2/2023,27,C
575,convex,?,broad,enlarging,paths,poisonous,8,yellow,abundant,foul,Yes,none,silky,scaly,gray,orange,universal,white,4.218054639084967,2/5/2023,2/5/2023,20,C
576,conical,white,broad,enlarging,paths,poisonous,3,yellow,numerous,anise,?,flaring,silky,scaly,white,pink,universal,yellow,4.201861821748379,1/9/2023,1/3/2023,11,C
577,bell,brown,narrow,enlarging,grasses,edible,1,black,scattered,foul,Yes,evanescent,silky,smooth,white,gray,partial,yellow,?,2/10/2023,2/5/2023,2,C
?,sunken,brown,broad,enlarging,leaves,poisonous,4,brown,scattered,almond,No,evanescent,silky,scaly,?,gray,universal,brown,4.479668447170676,5/6/2023,5/5/2023,16,C
?,flat,gray,?,enlarging,woods,edible,2,yellow,solitary,anise,No,pendant,silky,fibrous,pink,orange,universal,yellow,2.6792135510314123,4/9/2023,4/2/2023,28,C
580,flat,brown,broad,tapering,urban,?,4,brown,solitary,musty,Yes,evanescent,silky,silky,white,brown,partial,orange,4.062581848101868,5/5/2023,5/3/2023,2,C
581,flat,white,narrow,tapering,?,poisonous,7,black,scattered,anise,Yes,flaring,?,silky,gray,pink,partial,orange,4.390084013036533,3/11/2023,3/4/2023,0,C
582,?,gray,narrow,enlarging,paths,poisonous,10,yellow,numerous,creosote,Yes,none,fibrous,smooth,pink,gray,universal,yellow,3.7321773860149774,3/9/2023,3/3/2023,26,C
583,sunken,yellow,broad,enlarging,woods,poisonous,6,?,abundant,creosote,No,flaring,smooth,scaly,?,gray,partial,white,1.1340784345398474,3/8/2023,3/2/2023,9,C
584,sunken,gray,broad,enlarging,leaves,poisonous,6,black,abundant,foul,No,?,fibrous,fibrous,white,orange,universal,?,0.7890697407900782,3/9/2023,3/5/2023,15,C
585,conical,gray,broad,?,woods,poisonous,3,brown,numerous,musty,No,none,scaly,silky,orange,gray,universal,brown,?,4/5/2023,4/2/2023,5,C
586,?,red,broad,tapering,paths,edible,9,orange,several,foul,Yes,evanescent,fibrous,fibrous,orange,orange,universal,white,1.7686209426608799,1/11/2023,1/4/2023,25,C
587,conical,yellow,broad,tapering,grasses,edible,7,?,numerous,?,Yes,evanescent,?,smooth,gray,pink,universal,brown,4.872842629059407,3/4/2022,3/4/2022,25,C
588,sunken,red,narrow,?,grasses,edible,?,orange,solitary,foul,No,evanescent,?,?,white,gray,partial,brown,1.6492315660404118,2/10/2023,2/4/2023,15,C
589,sunken,gray,narrow,?,urban,poisonous,1,?,abundant,anise,No,evanescent,fibrous,fibrous,gray,brown,partial,white,3.7797976242694684,5/4/2023,5/1/2023,8,C
590,flat,white,broad,tapering,?,poisonous,10,brown,scattered,musty,Yes,none,fibrous,fibrous,pink,white,partial,yellow,1.7601838522468058,4/11/2023,4/3/2023,12,C
591,sunken,brown,?,tapering,woods,?,?,black,scattered,musty,Yes,pendant,smooth,scaly,gray,brown,universal,brown,1.8727119396603404,1/7/2023,1/2/2023,0,C
592,flat,?,narrow,enlarging,grasses,edible,10,black,solitary,creosote,No,flaring,smooth,scaly,brown,gray,partial,white,0.5221393989480534,2/10/2023,2/3/2023,12,C
593,convex,gray,broad,tapering,urban,edible,8,black,numerous,almond,Yes,none,fibrous,scaly,orange,brown,universal,yellow,1.2852721633571065,1/8/2023,1/4/2023,5,C
594,convex,?,narrow,enlarging,grasses,edible,4,white,several,foul,No,?,smooth,silky,orange,white,universal,orange,1.6155797445002138,3/1/2023,3/1/2023,16,C
595,convex,yellow,?,enlarging,urban,poisonous,6,?,abundant,foul,No,evanescent,smooth,scaly,orange,pink,universal,white,?,5/9/2020,5/3/2020,1,C
596,flat,red,broad,tapering,paths,edible,3,brown,numerous,foul,Yes,none,fibrous,fibrous,white,gray,?,yellow,0.9666214374304216,5/2/2023,5/2/2023,14,C
597,convex,gray,narrow,tapering,woods,poisonous,6,yellow,numerous,creosote,No,none,scaly,scaly,?,?,partial,yellow,3.7447618727713445,4/4/2023,4/1/2023,18,C
598,convex,?,narrow,tapering,woods,poisonous,10,white,several,anise,Yes,none,smooth,scaly,pink,gray,?,white,4.634829086320958,1/6/2023,1/5/2023,7,C
599,conical,yellow,narrow,?,paths,edible,6,brown,scattered,almond,No,flaring,silky,fibrous,white,orange,universal,brown,?,2/8/2023,2/5/2023,9,C
600,convex,red,narrow,enlarging,grasses,poisonous,4,?,?,foul,No,evanescent,fibrous,smooth,gray,brown,?,white,4.939999916216787,3/9/2023,3/5/2023,7,C
601,sunken,?,narrow,enlarging,leaves,poisonous,?,?,?,foul,Yes,pendant,smooth,silky,gray,?,partial,brown,4.458105573885663,3/6/2023,3/5/2023,2,C
602,convex,?,narrow,tapering,paths,poisonous,3,brown,numerous,anise,No,none,smooth,fibrous,brown,orange,partial,brown,0.8627182854721485,2/3/2023,2/2/2023,0,C
603,bell,brown,narrow,enlarging,urban,edible,3,black,several,anise,?,?,silky,smooth,gray,?,partial,yellow,2.434010333220302,4/11/2023,4/3/2023,2,C
604,conical,brown,broad,enlarging,grasses,edible,3,black,scattered,foul,?,pendant,?,fibrous,gray,gray,universal,orange,2.561050417454741,3/5/2023,3/5/2023,16,C
605,convex,brown,narrow,tapering,woods,poisonous,8,white,scattered,almond,No,none,smooth,smooth,white,orange,partial,white,?,5/11/2023,5/4/2023,21,C
606,conical,white,?,enlarging,urban,edible,4,black,scattered,anise,No,none,fibrous,?,orange,pink,universal,yellow,2.909009063343605,3/7/2023,3/5/2023,24,C
607,sunken,red,broad,?,grasses,poisonous,10,white,?,creosote,No,evanescent,silky,fibrous,white,gray,?,brown,?,1/5/2023,1/3/2023,28,C
608,sunken,gray,broad,?,woods,poisonous,4,brown,?,anise,Yes,evanescent,fibrous,smooth,orange,white,partial,yellow,2.048616987487254,5/2/2023,5/2/2023,1,C
609,conical,white,narrow,enlarging,urban,edible,9,white,?,musty,Yes,pendant,scaly,scaly,brown,white,?,brown,1.1482558086270571,1/9/2023,1/3/2023,21,C
610,bell,yellow,?,tapering,leaves,poisonous,10,brown,solitary,?,No,flaring,silky,smooth,pink,gray,universal,orange,?,4/6/2023,4/2/2023,20,C
611,?,white,narrow,tapering,leaves,edible,?,yellow,scattered,foul,?,?,silky,scaly,?,orange,universal,white,1.3141813755572191,3/10/2023,3/5/2023,12,C
612,flat,?,narrow,tapering,woods,poisonous,3,?,?,foul,Yes,pendant,silky,fibrous,white,pink,partial,yellow,?,3/7/2023,3/2/2023,18,C
613,sunken,red,narrow,?,grasses,poisonous,?,yellow,solitary,anise,Yes,none,smooth,scaly,white,brown,partial,yellow,4.742328020000206,1/9/2023,1/4/2023,4,C
614,convex,brown,narrow,enlarging,urban,edible,?,black,abundant,creosote,No,evanescent,?,silky,?,pink,partial,yellow,2.4253587520758115,4/10/2023,4/2/2023,17,C
615,bell,gray,narrow,tapering,leaves,poisonous,6,white,solitary,musty,No,flaring,fibrous,smooth,gray,?,universal,orange,4.637672973912295,1/11/2023,1/4/2023,17,C
616,sunken,white,broad,enlarging,woods,poisonous,8,?,scattered,anise,No,?,smooth,?,pink,gray,universal,white,2.8331149400825675,1/7/2023,1/1/2023,5,C
?,conical,?,narrow,enlarging,urban,edible,?,brown,scattered,anise,Yes,none,fibrous,fibrous,gray,white,partial,brown,3.283967011,5/6/2023,5/4/2023,13,C
618,convex,yellow,narrow,enlarging,woods,edible,6,orange,several,musty,No,flaring,scaly,scaly,orange,white,universal,?,3.153561278948028,2/8/2023,2/1/2023,21,C
?,?,white,broad,enlarging,grasses,poisonous,4,yellow,abundant,foul,No,flaring,smooth,fibrous,gray,orange,universal,brown,2.937911792556307,5/11/2023,5/5/2023,21,C
620,conical,red,broad,enlarging,leaves,edible,3,brown,abundant,musty,No,?,scaly,smooth,brown,orange,partial,white,2.574608808258081,1/11/2031,1/5/2031,3,C
621,flat,brown,?,enlarging,woods,poisonous,4,yellow,numerous,foul,No,none,?,scaly,?,pink,universal,brown,2.6178670859924926,1/7/2023,1/1/2023,29,C
622,convex,white,broad,enlarging,grasses,poisonous,7,yellow,numerous,musty,Yes,pendant,smooth,smooth,?,?,partial,brown,1.8193732593544798,2/11/2023,2/2/2023,19,C
623,sunken,white,broad,tapering,grasses,edible,7,black,abundant,almond,Yes,none,silky,?,brown,gray,partial,orange,1.9822523877564424,5/3/2023,5/1/2023,16,C
624,bell,red,narrow,tapering,woods,poisonous,?,black,abundant,foul,Yes,evanescent,smooth,fibrous,white,?,universal,brown,1.6609209438834294,4/4/2023,4/4/2023,1,C
?,flat,?,broad,tapering,?,edible,9,orange,scattered,almond,Yes,evanescent,smooth,scaly,?,brown,?,brown,2.5336358801514853,3/10/2023,3/3/2023,2,C
626,?,brown,?,tapering,grasses,poisonous,6,orange,solitary,creosote,No,evanescent,smooth,smooth,brown,gray,partial,yellow,1.8270994190062784,2/8/2026,2/2/2026,21,C
?,flat,red,narrow,tapering,?,poisonous,1,yellow,several,musty,Yes,none,fibrous,smooth,?,orange,universal,?,?,5/9/2023,5/5/2023,3,C
628,flat,brown,narrow,enlarging,leaves,edible,8,orange,numerous,musty,No,evanescent,smooth,fibrous,pink,?,universal,white,1.7493571342469845,2/5/2022,2/1/2022,8,C
629,sunken,yellow,narrow,enlarging,leaves,poisonous,?,brown,several,foul,?,evanescent,fibrous,smooth,pink,gray,?,brown,1.0199600281663448,5/11/2023,5/2/2023,29,C
630,flat,gray,narrow,tapering,leaves,poisonous,2,orange,abundant,musty,No,none,fibrous,smooth,pink,gray,partial,yellow,?,2/14/2021,2/5/2021,27,C
631,?,brown,narrow,enlarging,grasses,?,1,orange,several,anise,No,pendant,silky,silky,orange,white,partial,brown,4.978019201,2/5/2023,2/1/2023,13,C
632,conical,brown,narrow,tapering,woods,poisonous,9,?,scattered,anise,No,none,fibrous,fibrous,pink,gray,?,yellow,3.749196583109277,2/3/2023,2/3/2023,9,C
633,bell,yellow,broad,enlarging,woods,poisonous,8,brown,abundant,?,Yes,pendant,?,?,?,pink,universal,orange,3.1156009134654754,5/3/2023,5/2/2023,16,C
634,sunken,yellow,broad,tapering,urban,edible,?,brown,several,creosote,Yes,evanescent,fibrous,silky,?,?,?,orange,3.613643206110187,1/10/2023,1/3/2023,14,C
635,?,brown,broad,enlarging,woods,edible,9,yellow,?,creosote,No,evanescent,?,scaly,brown,white,partial,brown,1.458629528967811,1/6/2023,1/1/2023,0,C
636,sunken,red,narrow,tapering,woods,edible,3,brown,scattered,anise,No,evanescent,smooth,scaly,orange,orange,partial,?,14.9762444086920095,5/4/2023,5/4/2023,21,C
637,bell,yellow,broad,enlarging,woods,edible,7,yellow,numerous,creosote,No,none,fibrous,fibrous,gray,?,partial,orange,4.626226496,5/13/2023,5/5/2023,21,C
638,convex,yellow,narrow,tapering,leaves,edible,10,yellow,several,almond,Yes,pendant,fibrous,scaly,brown,pink,partial,brown,3.6106511799791425,2/7/2022,2/2/2022,13,C
639,flat,brown,broad,enlarging,leaves,edible,8,orange,several,?,Yes,pendant,scaly,smooth,brown,orange,universal,yellow,4.831524470517793,3/7/2021,3/4/2021,13,C
640,conical,white,narrow,tapering,woods,poisonous,2,brown,scattered,almond,Yes,none,scaly,silky,orange,orange,partial,orange,2.4573389501793512,3/12/2023,3/3/2023,5,C
?,bell,white,narrow,tapering,grasses,poisonous,?,brown,abundant,musty,No,flaring,scaly,smooth,pink,pink,partial,orange,3.629207678448803,4/11/2023,4/4/2023,22,C
642,convex,white,narrow,tapering,grasses,poisonous,3,orange,scattered,musty,Yes,?,fibrous,silky,?,brown,partial,orange,1.997921053213605,3/6/2023,3/4/2023,10,C
643,bell,brown,broad,tapering,woods,edible,4,orange,?,anise,No,none,silky,silky,?,white,?,orange,4.959708562,5/8/2023,5/2/2023,1,C
644,convex,gray,narrow,?,woods,poisonous,7,?,abundant,foul,Yes,?,smooth,smooth,gray,white,universal,brown,?,4/5/2023,4/4/2023,18,C
645,sunken,white,narrow,enlarging,urban,edible,1,yellow,numerous,anise,Yes,flaring,silky,smooth,white,orange,partial,yellow,3.1164208050040663,2/10/2023,2/1/2023,27,C
?,convex,brown,broad,enlarging,?,poisonous,2,white,?,musty,No,none,smooth,smooth,white,brown,universal,yellow,1.6302554659243376,2/10/2023,2/1/2023,14,C
647,bell,gray,narrow,enlarging,leaves,?,1,black,scattered,foul,Yes,none,silky,?,orange,gray,partial,white,4.5311568127675415,2/4/2023,2/1/2023,2,C
648,sunken,gray,narrow,tapering,grasses,edible,8,yellow,several,almond,Yes,flaring,smooth,fibrous,brown,?,universal,?,2.8216962047863583,3/6/2021,3/3/2021,3,C
